"","CASE","SERIAL","REF","QUESTNNR","MODE","STARTED","QE01_01","QE01_02","QE01_03","QE01_04","QE01_05","QE01_06","QE01_07","SD01","SD02_01","SD03","SD03_09","TC01_01","TC01_02","TC02_01","TC02_02","KV01_01","KV01_02","KV01_03","KV01_04","KV01_05","KV01_06","KV01_07","KV02_01","KV02_02","KV02_03","KV02_04","KV03_01","KV03_02","KV03_03","KV03_04","GR01_CP","GR01","GR02_01","GR02_02","GR02_03","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME008","TIME009","TIME010","TIME_SUM","MAILSENT","LASTDATA","FINISHED","Q_VIEWER","LASTPAGE","MAXPAGE","MISSING","MISSREL","TIME_RSI","DEG_TIME"
"487",799,"21OIAW",NA,"base","interview","2018-10-11 08:20:08",7,5,5,5,4,6,7,1,55,8,"",4,NA,NA,NA,7,7,7,7,3,7,7,2,3,3,5,NA,NA,NA,NA,49,5,1,0,0,10,72,37,NA,159,70,11,85,23,59,526,NA,"2018-10-11 08:28:55",1,0,10,10,0,0,0.94,10
"488",801,"XKMV1E",NA,"base","interview","2018-10-11 10:12:31",7,5,4,7,6,7,7,1,49,8,"",3,3,4,2,3,2,2,1,2,1,4,2,2,2,2,NA,NA,NA,NA,49,7,2,1,-1,3,21,19,52,94,34,20,46,16,7,312,NA,"2018-10-11 10:17:43",1,0,10,10,0,0,1.61,36
"489",802,"U9WCLV",NA,"base","interview","2018-10-11 10:55:53",7,6,5,6,4,5,5,1,27,8,"",4,NA,NA,NA,5,3,6,6,7,6,6,5,6,5,5,NA,NA,NA,NA,49,10,2,0,0,25,44,31,NA,227,46,16,68,16,28,501,NA,"2018-10-11 11:04:15",1,0,10,10,0,0,0.94,6
"490",803,"YZBSPZ",NA,"base","interview","2018-10-11 11:02:08",4,6,4,4,2,6,4,1,51,8,"",4,2,3,3,6,6,6,6,6,6,6,1,1,1,1,NA,NA,NA,NA,49,8,2,-1,1,2,15,15,10,112,33,24,39,16,7,273,NA,"2018-10-11 11:06:41",1,0,10,10,0,0,1.96,61
"491",804,"2AW67F",NA,"base","interview","2018-10-11 12:21:28",3,3,5,5,6,5,5,2,69,8,"",3,1,3,3,6,6,6,6,6,6,6,5,6,6,4,NA,NA,NA,NA,49,9,2,-1,-1,7,25,19,13,28,31,54,73,27,13,290,NA,"2018-10-11 12:26:18",1,0,10,10,0,0,1.51,36
"492",806,"MKSKUG",NA,"base","interview","2018-10-11 15:02:00",6,4,4,6,5,6,7,1,55,8,"",4,4,5,5,2,6,7,6,6,6,6,1,1,1,1,6,6,6,4,50,1,1,1,1,8,49,40,70,103,64,40,59,21,30,484,NA,"2018-10-11 15:10:04",1,0,10,10,0,0,0.85,2
"493",808,"3CCP2T",NA,"base","interview","2018-10-11 15:31:34",7,7,5,7,5,7,7,2,64,7,"",4,NA,NA,NA,7,7,7,7,7,7,7,2,3,5,3,NA,NA,NA,NA,50,10,2,0,0,7,91,49,NA,192,71,15,70,42,32,569,NA,"2018-10-11 15:41:03",1,0,10,10,0,0,0.86,9
"494",809,"UBA9TY",NA,"base","interview","2018-10-11 15:41:49",7,5,6,6,6,6,5,1,25,8,"",4,4,5,4,7,6,7,6,2,3,3,1,1,1,1,NA,NA,NA,NA,50,8,2,-1,1,26,278,24,23,285,29,32,46,14,21,544,NA,"2018-10-11 15:54:47",1,0,10,10,0,0,0.95,9
"495",811,"5HBVS8",NA,"base","interview","2018-10-11 16:31:34",6,4,3,6,5,5,6,2,69,3,"",4,4,4,4,5,4,6,4,2,6,6,5,3,3,2,6,6,6,6,50,6,2,1,1,20,64,30,35,168,61,46,70,19,18,531,NA,"2018-10-11 16:40:26",1,0,10,10,0,0,0.8,0
"496",812,"V46UKC",NA,"base","interview","2018-10-11 17:13:03",5,2,2,7,4,3,6,1,56,6,"",4,4,4,1,7,6,6,5,6,3,7,5,5,5,5,NA,NA,NA,NA,50,7,2,1,-1,62,128,46,34,338,63,82,89,24,5,871,NA,"2018-10-11 17:27:34",1,0,10,10,0,0,0.8,11
"497",813,"O9SRDB",NA,"base","interview","2018-10-11 17:30:40",5,5,4,6,3,5,6,2,30,8,"",4,5,4,1,6,2,6,6,6,5,6,3,5,4,5,NA,NA,NA,NA,50,9,2,-1,-1,8,25,9,32,60,42,27,31,10,5,249,NA,"2018-10-11 17:34:49",1,0,10,10,0,0,1.8,43
"498",814,"3RGKS4",NA,"base","interview","2018-10-11 17:43:59",4,4,3,2,3,3,5,2,74,8,"",4,4,3,2,6,6,7,3,1,4,6,5,6,6,4,4,5,5,3,50,4,1,-1,-1,6,47,42,18,44,61,43,56,17,33,367,NA,"2018-10-11 17:50:06",1,0,10,10,0,0,1.19,17
"499",815,"JEGCEQ",NA,"base","interview","2018-10-11 18:20:31",6,6,5,6,6,5,6,2,51,3,"",5,NA,NA,NA,7,7,7,7,7,7,7,2,2,2,1,NA,NA,NA,NA,50,5,1,0,0,208,29,19,NA,99,30,9,40,13,13,263,NA,"2018-10-11 18:28:11",1,0,10,10,0,0,1.45,30
"500",816,"MVX7HR",NA,"base","interview","2018-10-11 18:57:16",4,6,5,6,4,6,6,1,50,7,"",4,3,4,2,7,7,7,7,7,7,7,5,4,6,5,NA,NA,NA,NA,51,6,2,1,1,22,44,29,36,165,51,42,45,20,23,477,NA,"2018-10-11 19:05:13",1,0,10,10,0,0,0.87,1
"501",817,"COW2AX",NA,"base","interview","2018-10-11 18:58:18",6,6,6,6,5,6,6,1,65,8,"",3,NA,NA,NA,7,6,7,6,6,7,6,4,5,5,6,6,6,6,6,51,10,2,0,0,15,26,22,NA,58,25,10,44,25,50,275,NA,"2018-10-11 19:02:53",1,0,10,10,0,0,1.45,29
"502",818,"WMXWJ4",NA,"base","interview","2018-10-11 19:11:26",4,5,6,6,6,6,5,2,69,6,"",3,3,3,3,4,4,5,5,3,5,4,6,7,7,6,6,6,7,5,51,3,1,-1,1,9,99,25,30,77,70,40,89,41,22,502,NA,"2018-10-11 19:19:48",1,0,10,10,0,0,0.87,5
"503",819,"5A9BKP",NA,"base","interview","2018-10-11 20:17:48",3,5,2,6,1,6,4,2,36,7,"",4,3,4,2,6,5,6,6,4,5,6,5,5,4,3,NA,NA,NA,NA,51,9,2,-1,-1,22,58,35,40,131,76,48,67,18,19,514,NA,"2018-10-11 20:26:22",1,0,10,10,0,0,0.78,1
"504",820,"3JA4CP",NA,"base","interview","2018-10-11 20:28:55",5,4,4,6,6,7,7,1,33,6,"",5,5,5,4,5,7,5,4,6,6,5,3,4,4,4,NA,NA,3,2,51,8,2,-1,1,28,48,61,43,101,44,42,61,30,44,502,NA,"2018-10-11 20:37:17",1,0,10,10,0,0,0.74,1
"505",821,"HLA8RH",NA,"base","interview","2018-10-11 21:28:14",5,4,4,7,7,7,7,1,50,6,"",4,NA,NA,NA,7,7,7,7,7,7,7,1,1,1,1,NA,NA,NA,NA,51,5,1,0,0,5,36,24,NA,121,67,8,113,45,4,423,NA,"2018-10-11 21:35:17",1,0,10,10,0,0,1.48,41
"506",822,"ZRLB3N",NA,"base","interview","2018-10-11 21:48:31",7,4,5,7,5,7,7,1,24,8,"",4,5,5,1,7,7,7,7,6,4,7,2,3,2,2,NA,NA,NA,NA,51,7,2,1,-1,14,32,23,54,95,32,30,32,23,9,344,NA,"2018-10-11 21:54:15",1,0,10,10,0,0,1.21,14
"507",825,"SBCO4Q",NA,"base","interview","2018-10-11 21:54:50",5,5,5,7,5,5,5,1,26,8,"",3,4,4,5,7,7,7,7,5,5,6,1,3,1,1,NA,NA,NA,NA,51,1,1,1,1,16,46,30,40,147,59,46,46,25,13,468,NA,"2018-10-11 22:02:38",1,0,10,10,0,0,0.89,2
"508",826,"BNGL2F",NA,"base","interview","2018-10-11 23:05:06",7,3,4,4,3,5,6,1,30,8,"",4,4,2,1,6,6,6,5,5,4,5,5,6,5,4,NA,NA,NA,NA,51,2,1,1,-1,10,30,22,24,89,33,21,31,9,18,287,NA,"2018-10-11 23:09:53",1,0,10,10,0,0,1.43,22
"509",828,"5DXJK2",NA,"base","interview","2018-10-11 23:10:43",4,7,3,7,2,4,4,1,54,8,"",4,4,5,1,7,7,7,7,7,5,7,1,1,1,1,NA,NA,NA,NA,51,4,1,-1,-1,2,46,34,42,90,63,38,45,21,17,398,NA,"2018-10-11 23:17:21",1,0,10,10,0,0,1.15,25
"510",830,"9XIEDK",NA,"base","interview","2018-10-12 09:28:31",6,6,6,7,7,7,7,2,23,8,"",4,4,5,5,6,6,7,6,7,7,7,4,5,4,4,NA,NA,NA,NA,52,3,1,-1,1,20,63,58,40,171,60,42,51,48,17,570,NA,"2018-10-12 09:38:01",1,0,10,10,0,0,0.71,0
"511",831,"7Z3JW8",NA,"base","interview","2018-10-12 09:46:01",6,7,6,6,6,6,6,1,55,8,"",5,3,4,4,7,7,7,7,7,7,7,1,1,1,1,6,6,6,NA,52,1,1,1,1,5,34,70,26,92,47,37,35,16,17,379,NA,"2018-10-12 09:52:20",1,0,10,10,0,0,1.19,14
"512",832,"1H1U9F",NA,"base","interview","2018-10-12 10:19:06",2,1,2,2,3,4,4,2,26,7,"",3,4,4,1,3,5,6,5,3,4,7,2,1,1,1,NA,NA,NA,NA,52,4,1,-1,-1,3,33,41,21,37,33,21,47,13,17,266,NA,"2018-10-12 10:23:32",1,0,10,10,0,0,1.6,36
"513",834,"3LGSY6",NA,"base","interview","2018-10-12 11:04:01",5,2,5,7,5,6,4,1,32,7,"",5,2,1,2,7,7,7,7,6,6,7,5,2,7,4,NA,NA,NA,NA,52,8,2,-1,1,21,77,40,13,332,97,53,63,27,8,731,NA,"2018-10-12 11:16:12",1,0,10,10,0,0,0.92,12
"514",835,"3TTV4Y",NA,"base","interview","2018-10-12 11:06:13",6,6,4,7,2,6,7,1,43,8,"",4,4,2,2,7,7,7,7,7,5,6,2,2,2,2,NA,NA,NA,NA,52,8,2,-1,1,7,23,19,19,74,32,23,39,11,13,260,NA,"2018-10-12 11:10:33",1,0,10,10,0,0,1.55,28
"515",836,"32OTDQ",NA,"base","interview","2018-10-12 11:08:12",4,5,3,2,2,5,6,1,32,8,"",3,3,4,1,7,7,7,7,7,5,7,1,1,1,1,NA,NA,NA,NA,52,2,1,1,-1,5,21,12,39,69,58,33,37,9,4,287,NA,"2018-10-12 11:12:59",1,0,10,10,0,0,1.77,46
"516",837,"1ZO2T9",NA,"base","interview","2018-10-12 11:10:13",6,7,6,7,5,6,7,1,64,8,"",3,NA,NA,NA,7,4,7,7,7,7,7,7,7,7,4,NA,NA,NA,NA,52,10,2,0,0,7,19,14,NA,20,36,7,36,15,21,175,NA,"2018-10-12 11:13:08",1,0,10,10,0,0,1.89,68
"517",838,"KENQ8F",NA,"base","interview","2018-10-12 11:11:20",5,7,6,7,5,7,7,2,41,8,"",5,5,5,5,7,6,7,6,7,5,6,3,6,4,4,6,6,6,6,52,6,2,1,1,5,45,30,43,88,38,35,53,40,79,456,NA,"2018-10-12 11:18:56",1,0,10,10,0,0,1.01,9
"518",839,"5Q051S",NA,"base","interview","2018-10-12 11:16:04",6,6,6,6,4,6,6,2,60,8,"",4,NA,NA,NA,7,7,7,7,7,6,7,1,2,1,2,NA,NA,NA,NA,52,5,1,0,0,54,116,61,NA,253,74,11,82,42,63,756,NA,"2018-10-12 11:28:40",1,0,10,10,0,0,0.7,10
"519",840,"FOQ302",NA,"base","interview","2018-10-12 11:21:11",5,3,5,7,2,2,6,1,22,8,"",3,4,4,1,7,7,7,7,5,3,7,2,1,1,1,5,5,5,5,52,9,2,-1,-1,412,51,62,47,195,56,83,65,25,15,610,NA,"2018-10-12 11:38:02",1,0,10,10,0,0,0.65,0
"520",841,"STACNL",NA,"base","interview","2018-10-12 11:25:27",6,6,7,5,3,7,7,2,30,8,"",4,NA,NA,NA,7,7,7,7,2,7,7,3,1,2,1,6,6,5,4,52,5,1,0,0,9,42,31,NA,111,42,10,54,21,8,328,NA,"2018-10-12 11:30:55",1,0,10,10,0,0,1.38,19
"521",842,"E80WKL",NA,"base","interview","2018-10-12 11:26:33",6,4,6,6,5,7,7,2,18,7,"",5,NA,NA,NA,6,6,2,6,5,5,6,3,3,5,5,NA,NA,NA,NA,52,5,1,0,0,26,46,18,NA,119,41,7,35,11,9,312,NA,"2018-10-12 11:31:45",1,0,10,10,0,0,1.48,35
"522",843,"B18FM9",NA,"base","interview","2018-10-12 11:33:13",5,6,4,5,4,6,6,2,33,8,"",4,4,4,1,2,5,6,6,5,5,6,3,4,3,3,5,5,6,5,52,9,2,-1,-1,240,19,50,21,112,22,15,77,13,13,353,NA,"2018-10-12 11:42:55",1,0,10,10,0,0,1.31,24
"523",845,"9VM7BZ",NA,"base","interview","2018-10-12 11:37:43",6,6,6,6,5,7,6,2,47,8,"",4,4,4,1,6,6,6,6,6,6,6,4,3,3,3,6,6,6,5,52,9,2,-1,-1,14,33,72,23,68,29,23,129,17,18,426,NA,"2018-10-12 11:44:49",1,0,10,10,0,0,1.1,12
"524",846,"CTJ0PR",NA,"base","interview","2018-10-12 11:39:23",3,5,2,7,2,7,4,1,23,7,"",2,5,5,1,5,6,6,3,5,4,3,1,3,5,3,6,6,6,3,53,9,2,-1,-1,2,35,21,29,10,61,33,54,25,7,277,NA,"2018-10-12 11:44:00",1,0,10,10,0,0,1.56,83
"525",847,"6J9WY9",NA,"base","interview","2018-10-12 11:40:32",4,4,5,5,6,6,6,1,60,7,"",3,4,4,5,6,6,7,7,7,6,7,2,3,2,2,6,6,6,6,53,1,1,1,1,12,48,32,24,62,38,33,40,16,21,326,NA,"2018-10-12 11:45:58",1,0,10,10,0,0,1.15,10
"526",848,"SK3XJA",NA,"base","interview","2018-10-12 11:44:30",2,1,2,5,4,5,4,2,28,8,"",4,5,4,1,5,5,7,7,6,5,4,3,4,3,3,NA,NA,NA,NA,53,2,1,1,-1,12,45,26,32,94,62,38,54,18,10,391,NA,"2018-10-12 11:51:01",1,0,10,10,0,0,1.05,6
"527",849,"VVEPXO",NA,"base","interview","2018-10-12 12:03:08",5,5,3,7,5,6,7,2,60,8,"",5,4,5,1,7,7,7,7,7,5,7,3,3,2,2,NA,NA,5,NA,53,7,2,1,-1,24,48,28,40,136,60,40,51,20,8,455,NA,"2018-10-12 12:10:44",1,0,10,10,0,0,0.97,6
"528",850,"V5BHIE",NA,"base","interview","2018-10-12 12:10:44",5,5,4,4,5,3,5,2,62,7,"",3,4,5,1,6,6,6,6,2,4,4,1,1,1,1,NA,NA,NA,NA,53,4,1,-1,-1,2,56,32,31,140,42,50,72,17,14,456,NA,"2018-10-12 12:18:21",1,0,10,10,0,0,1.14,25
"529",851,"216JDM",NA,"base","interview","2018-10-12 12:16:08",6,6,6,7,5,6,6,2,61,8,"",3,4,4,4,7,7,7,7,7,5,7,3,3,4,4,6,6,6,5,53,6,2,1,1,4,31,98,32,51,28,23,35,11,18,331,NA,"2018-10-12 12:21:39",1,0,10,10,0,0,1.49,29
"530",853,"7X3J7L",NA,"base","interview","2018-10-12 12:32:10",7,3,5,6,6,6,7,2,36,8,"",5,1,3,3,7,7,7,7,6,7,7,2,3,3,2,4,4,4,4,53,3,1,-1,1,13,26,13,11,112,40,23,39,16,13,306,NA,"2018-10-12 12:37:16",1,0,10,10,0,0,1.51,26
"531",857,"AT2QQ3",NA,"base","interview","2018-10-12 12:52:54",4,6,5,7,4,6,6,2,34,8,"",3,NA,NA,NA,6,6,6,5,3,6,4,3,5,5,2,7,7,7,7,53,10,2,0,0,17,43,26,NA,47,41,16,51,16,19,276,NA,"2018-10-12 12:57:30",1,0,10,10,0,0,1.28,17
"532",858,"NL1GNI",NA,"base","interview","2018-10-12 12:54:07",7,7,5,6,5,5,4,2,52,9,"Universitätsdiplom ",4,NA,NA,NA,7,7,7,7,6,4,7,7,7,5,7,NA,2,5,2,53,10,2,0,0,24,52,46,NA,136,43,8,65,35,17,426,NA,"2018-10-12 13:01:13",1,0,10,10,0,0,1.03,16
"533",859,"0I2VBG",NA,"base","interview","2018-10-12 13:06:03",6,6,5,7,5,6,7,1,22,7,"",4,5,5,5,6,6,7,7,7,6,7,4,4,3,3,NA,NA,NA,NA,54,8,2,-1,1,18,62,66,33,181,46,32,47,28,14,527,NA,"2018-10-12 13:14:50",1,0,10,10,0,0,0.83,2
"534",860,"ERQ132",NA,"base","interview","2018-10-12 13:06:18",4,4,4,6,4,6,6,2,65,8,"",3,3,3,3,7,7,7,7,2,4,5,6,6,6,6,6,6,6,NA,54,8,2,-1,1,5,46,29,16,64,29,17,40,14,18,278,NA,"2018-10-12 13:10:57",1,0,10,10,0,0,1.5,26
"535",861,"TLV0B6",NA,"base","interview","2018-10-12 13:17:38",3,2,2,6,3,6,5,1,21,9,"Bachelor of Science",4,3,5,1,6,6,6,5,5,6,7,1,2,2,1,6,6,6,6,54,7,2,1,-1,40,26,39,30,161,36,21,45,24,16,438,NA,"2018-10-12 13:24:57",1,0,10,10,0,0,1.03,8
"536",862,"W2VVCT",NA,"base","interview","2018-10-12 13:32:45",2,3,3,5,2,7,6,1,23,8,"",4,4,5,1,5,6,7,6,5,6,6,1,1,1,1,NA,NA,NA,NA,54,2,1,1,-1,5,45,27,45,254,74,54,79,27,14,624,NA,"2018-10-12 13:43:09",1,0,10,10,0,0,0.92,7
"537",863,"NS4J74",NA,"base","interview","2018-10-12 13:40:38",5,7,5,6,3,5,7,2,36,8,"",4,2,1,5,6,4,7,4,3,3,7,3,3,3,2,NA,NA,NA,NA,54,6,2,1,1,2,25,17,30,97,39,36,52,8,13,319,NA,"2018-10-12 13:45:57",1,0,10,10,0,0,1.56,41
"538",864,"Z7WZT2",NA,"base","interview","2018-10-12 13:57:44",7,7,4,1,4,4,7,2,66,6,"",5,1,3,3,7,7,7,7,7,7,7,1,4,1,4,NA,NA,NA,NA,54,4,1,-1,-1,22,84,54,14,142,53,46,57,33,20,525,NA,"2018-10-12 14:06:29",1,0,10,10,0,0,0.85,6
"539",865,"XL8WH7",NA,"base","interview","2018-10-12 14:04:07",2,2,2,4,3,3,3,1,45,8,"",1,2,2,1,4,1,5,1,4,4,6,1,1,1,1,NA,NA,NA,NA,54,4,1,-1,-1,15,50,522,26,130,68,17804,81,24,38,493,NA,"2018-10-12 19:16:45",1,0,10,10,0,0,0.64,1
"540",868,"G5T3VX",NA,"base","interview","2018-10-12 14:53:48",4,1,4,6,3,6,7,2,50,5,"",5,3,4,1,4,5,6,5,5,2,4,1,2,2,1,6,6,2,4,55,4,1,-1,-1,7,33,27,23,77,36,27,39,21,5,295,NA,"2018-10-12 14:58:43",1,0,10,10,0,0,1.46,24
"541",869,"3RIHSA",NA,"base","interview","2018-10-12 14:56:22",2,4,5,6,7,6,7,2,31,8,"",3,3,5,4,7,4,7,7,5,4,6,1,1,1,1,NA,NA,NA,NA,55,3,1,-1,1,4,55,44,30,136,122,52,95,15,19,572,NA,"2018-10-12 15:05:54",1,0,10,10,0,0,0.98,11
"542",870,"KRF6MB",NA,"base","interview","2018-10-12 15:22:34",5,6,3,6,5,6,3,2,59,6,"",3,3,1,1,4,3,6,3,4,4,4,3,2,3,3,NA,NA,NA,NA,55,7,2,1,-1,37,63,36,39,109,70,38,129,63,11,595,NA,"2018-10-12 15:32:29",1,0,10,10,0,0,0.74,3
"543",871,"WVT9HE",NA,"base","interview","2018-10-12 16:20:56",5,5,6,5,3,5,4,1,30,8,"",4,NA,NA,NA,3,5,6,3,3,3,7,1,1,1,1,5,5,5,4,55,5,1,0,0,2,25,12,NA,63,21,3,35,14,11,186,NA,"2018-10-12 16:24:02",1,0,10,10,0,0,2.09,107
"544",872,"1GW8BY",NA,"base","interview","2018-10-12 16:36:16",7,5,6,7,6,6,6,2,34,6,"",3,1,3,3,3,3,4,3,5,2,4,3,2,3,2,4,4,4,4,55,6,2,1,1,5,43,37,38,62,44,61,57,25,11,383,NA,"2018-10-12 16:42:39",1,0,10,10,0,0,1.15,13
"545",873,"8IJ0PB",NA,"base","interview","2018-10-12 16:42:16",7,6,5,6,6,6,7,2,59,8,"",3,3,3,4,6,5,7,6,7,3,7,2,4,2,5,NA,NA,NA,NA,55,6,2,1,1,2,25,57,34,41,29,33,53,12,19,305,NA,"2018-10-12 16:47:21",1,0,10,10,0,0,1.51,42
"546",874,"DLASP6",NA,"base","interview","2018-10-12 16:55:41",3,2,2,4,2,5,3,1,36,7,"",3,1,4,2,6,6,6,6,6,6,6,2,3,3,3,NA,NA,NA,NA,55,2,1,1,-1,26,30,22,38,94,48,28,44,19,32,381,NA,"2018-10-12 17:02:02",1,0,10,10,0,0,1.02,7
"547",876,"2JOLTC",NA,"base","interview","2018-10-12 17:19:13",6,6,5,6,5,5,6,2,50,8,"",3,1,3,3,7,7,7,7,7,4,7,3,5,2,2,6,6,6,6,55,1,1,1,1,3,25,18,31,20,19,15,29,10,3,173,NA,"2018-10-12 17:22:06",1,0,10,10,0,0,2.18,88
"548",877,"3XDW8R",NA,"base","interview","2018-10-12 17:54:23",4,4,4,5,4,5,4,2,22,7,"",2,NA,NA,NA,4,4,6,4,4,4,4,3,3,3,2,NA,NA,NA,NA,55,10,2,0,0,12,17,19,NA,7,99,16,178,13,18,379,NA,"2018-10-12 18:00:42",1,0,10,10,0,0,1.47,76
"549",878,"GJENPC",NA,"base","interview","2018-10-12 18:11:22",7,7,4,7,5,5,7,2,37,8,"",3,5,5,3,7,1,7,7,1,7,7,7,7,7,7,NA,NA,NA,NA,56,9,2,-1,-1,15,45,53,23,132,117,182,83,32,28,558,NA,"2018-10-12 18:23:12",1,0,10,10,0,0,0.69,2
"550",879,"FSMZA0",NA,"base","interview","2018-10-12 18:24:02",5,5,4,6,6,6,4,1,68,8,"",4,NA,NA,NA,7,7,7,7,7,7,7,2,2,2,1,NA,NA,NA,NA,56,5,1,0,0,15,40,29,NA,81,40,8,31,16,21,281,NA,"2018-10-12 18:28:43",1,0,10,10,0,0,1.36,25
"551",880,"5KPOEC",NA,"base","interview","2018-10-12 18:31:12",2,2,1,6,1,4,4,1,55,8,"",3,4,5,1,7,7,7,7,7,7,7,3,2,2,2,NA,NA,NA,NA,56,4,1,-1,-1,11,48,38,14,133,54,44,32,16,4,394,NA,"2018-10-12 18:37:46",1,0,10,10,0,0,1.33,26
"552",881,"JVOSWF",NA,"base","interview","2018-10-12 18:35:11",5,6,3,5,5,6,6,2,44,7,"",3,NA,NA,NA,7,7,7,7,5,6,7,2,2,2,1,NA,NA,NA,NA,56,10,2,0,0,7,40,27,NA,103,83,11,64,16,45,396,NA,"2018-10-12 18:41:47",1,0,10,10,0,0,1.19,16
"553",882,"LSB4YM",NA,"base","interview","2018-10-12 19:04:27",6,5,5,6,5,6,6,2,29,6,"",5,1,1,1,6,5,7,4,5,6,7,1,1,1,1,NA,NA,NA,NA,56,1,1,1,1,4,31,23,17,66,30,22,68,16,26,303,NA,"2018-10-12 19:09:30",1,0,10,10,0,0,1.47,26
"554",885,"L2KUWZ",NA,"base","interview","2018-10-12 19:22:55",3,1,3,6,1,4,7,1,57,8,"",4,4,5,5,6,6,7,6,6,5,7,4,5,6,4,NA,NA,NA,NA,56,3,1,-1,1,10,34,16,15,117,38,27,45,13,16,331,NA,"2018-10-12 19:28:26",1,0,10,10,0,0,1.35,17
"555",886,"3929NT",NA,"base","interview","2018-10-12 19:27:06",5,6,5,6,5,6,6,1,72,5,"",4,4,4,4,4,4,5,5,5,4,4,5,5,6,5,6,6,6,6,56,2,1,1,-1,7,34,18,24,59,22,18,31,14,17,244,NA,"2018-10-12 19:31:10",1,0,10,10,0,0,1.57,29
"556",887,"5HY3YQ",NA,"base","interview","2018-10-12 19:58:35",4,6,4,7,5,6,6,1,59,8,"",4,4,4,2,6,4,6,3,5,4,5,2,2,2,2,6,6,6,NA,56,7,2,1,-1,20,51,51,43,124,58,67,101,18,13,546,NA,"2018-10-12 20:07:41",1,0,10,10,0,0,0.78,2
"557",888,"C9XWQB",NA,"base","interview","2018-10-12 20:13:47",3,3,4,6,3,4,6,2,28,8,"",4,4,2,5,5,6,6,6,5,6,6,7,7,7,7,NA,NA,NA,NA,56,8,2,-1,1,8,23,76,40,155,54,55,50,17,3,481,NA,"2018-10-12 20:21:48",1,0,10,10,0,0,1.19,29
"558",889,"O1VZOW",NA,"base","interview","2018-10-12 20:17:25",7,6,5,7,7,7,7,2,27,8,"",5,5,5,5,7,7,7,7,7,6,7,4,5,3,5,6,NA,6,NA,56,8,2,-1,1,16,113,29,31,112,48,30,51,21,14,465,NA,"2018-10-12 20:25:10",1,0,10,10,0,0,0.93,1
"559",892,"8XIB6B",NA,"base","interview","2018-10-12 21:25:03",4,1,4,3,5,5,6,2,36,8,"",4,4,4,1,5,5,6,5,3,4,4,2,2,3,1,NA,NA,NA,NA,57,2,1,1,-1,48,67,59,73,224,70,48,87,24,17,717,NA,"2018-10-12 21:37:00",1,0,10,10,0,0,0.6,0
"560",893,"BW4LWV",NA,"base","interview","2018-10-12 21:41:39",6,5,4,6,4,7,7,2,43,4,"",5,3,5,5,7,4,7,7,7,1,7,3,3,5,6,4,6,6,3,57,6,2,1,1,14,62,186,47,129,77,42,79,10,13,504,NA,"2018-10-12 21:52:38",1,0,10,10,0,0,0.85,6
"561",894,"EL5W99",NA,"base","interview","2018-10-12 21:54:15",5,3,4,5,6,6,6,1,49,7,"",4,3,5,5,5,6,7,7,7,6,7,1,1,1,1,NA,NA,NA,NA,57,1,1,1,1,6,22,11,19,90,32,24,37,15,18,274,NA,"2018-10-12 21:58:49",1,0,10,10,0,0,1.6,30
"562",896,"8ABHEX",NA,"base","interview","2018-10-12 22:34:15",4,5,2,6,3,5,5,1,21,7,"",4,4,4,1,7,6,7,6,6,6,7,4,3,4,5,NA,NA,NA,NA,57,9,2,-1,-1,33,60,38,26,150,60,37,54,25,23,506,NA,"2018-10-12 22:42:41",1,0,10,10,0,0,0.79,1
"563",899,"MJ1DAJ",NA,"base","interview","2018-10-12 23:15:27",3,3,3,3,2,4,6,2,28,8,"",4,NA,NA,NA,6,6,7,6,7,5,6,4,3,4,4,4,4,4,4,57,5,1,0,0,4,34,32,NA,80,44,9,46,20,19,288,NA,"2018-10-12 23:20:15",1,0,10,10,0,0,1.5,28
"564",901,"CVTJ1L",NA,"base","interview","2018-10-12 23:31:14",7,6,6,7,6,7,7,2,67,8,"",5,5,5,1,7,7,7,7,7,7,7,4,5,4,4,4,4,4,NA,57,7,2,1,-1,4,41,36,26,102,49,35,51,17,24,385,NA,"2018-10-12 23:37:39",1,0,10,10,0,0,1.17,12
"565",902,"IJJ7MP",NA,"base","interview","2018-10-13 01:16:12",4,5,5,6,6,6,6,1,34,7,"",3,NA,NA,NA,5,6,6,3,5,5,7,3,2,2,1,NA,NA,NA,NA,57,10,2,0,0,25,68,45,NA,72,67,18,75,25,34,429,NA,"2018-10-13 01:23:21",1,0,10,10,0,0,0.86,7
"566",903,"KJB7RF",NA,"base","interview","2018-10-13 09:12:14",4,5,5,4,3,5,5,1,70,8,"",2,1,1,1,6,6,6,5,5,6,4,3,3,3,2,3,4,4,4,57,3,1,-1,1,6,40,40,19,15,48,44,83,38,15,348,NA,"2018-10-13 09:18:02",1,0,10,10,0,0,1.22,41
"567",904,"AUKRXG",NA,"base","interview","2018-10-13 10:32:30",7,7,7,5,7,7,7,2,31,6,"",4,2,4,4,7,6,7,6,6,4,5,1,1,1,1,NA,NA,NA,NA,58,1,1,1,1,26,42,20,28,104,54,46,61,19,2,402,NA,"2018-10-13 10:39:12",1,0,10,10,0,0,1.17,39
